timestamp,open,high,low,close,volume
1770729600,614.090027,614.39001,613.51001,614.059998,323019
1770729900,614.080017,614.099976,613.21002,613.28998,264560
1770730200,613.28003,613.65002,612.79999,613.059998,538154
1770730500,613.039978,613.62,612.86499,613.45001,426540
1770730800,613.45001,613.67499,613.29999,613.42999,289343
1770731100,613.44,613.46002,612.90002,613.14001,256375
1770731400,613.15002,613.41998,612.90997,612.95001,227994
1770731700,612.96002,614.030029,612.91998,613.78998,12525084
1770732000,613.78998,614.030029,613.48999,613.53003,355226
1770732300,613.53003,613.65002,613.14001,613.315,261718
1770732600,613.33002,613.59998,613.13,613.48999,208120
1770732900,613.48999,613.51001,612.89001,613.063416,191915
1770733200,613.080017,613.59998,613.059998,613.54303,189050
1770733500,613.53998,613.59003,613.19,613.46997,129982
1770733800,613.48999,613.78998,613.26001,613.28998,217517
1770734100,613.28003,613.58002,613.25,613.35999,173744
1770734400,613.34497,613.52002,612.87,613.039978,214562
1770734700,613.049927,613.31,612.90997,613.25,200388
1770735000,613.23999,613.28003,612.96008,613.059998,14075481
1770735300,613.080017,613.5899,613.039978,613.35999,363028
1770735600,613.34003,613.40002,612.71002,612.82001,443721
1770735900,612.81,612.96002,612.56,612.73999,14883864
1770736200,612.72998,612.77002,612.14001,612.29999,284160
1770736500,612.28998,612.81,612.23999,612.70502,302981
1770736800,612.70502,612.88,612.41998,612.42987,306506
1770737100,612.41998,612.59998,612.13,612.36499,292889
1770737400,612.34998,612.71002,612.039978,612.16992,277504
1770737700,612.16998,612.19,611.77002,611.82001,313806
1770738000,611.84003,612.27509,611.78003,612.22998,320592
1770738300,612.23999,612.63,612.12,612.60999,499945
1770738600,612.59003,612.59998,611.52002,611.70001,1186436
1770738900,611.70001,611.77002,611.01001,611.51001,1749211
1770802200,616.39,617.5,615.27,615.65,29630
1770802500,615.62,616.27,614.5,614.82,15007
1770802800,614.86,615.9,614.65,615.78,11412
1770803100,615.735,616.77,615.2,615.88,11901
1770803400,616.19,616.28,614.87,615.29,10579
1770803700,615.49,615.75,613.31,613.58,17961
1770804000,613.63,614.54,612.89,613.22,15219
1770804300,613.06,613.46,612,612.09,10613
1770804600,611.93,612.19,609.72,610.75,31752
1770804900,610.635,610.93,609.44,609.44,15926
1770805200,609.53,609.56,607.89,608.11,16892
1770805500,608.08,609.145,607.72,608.2,19321
1770805800,608,609.6,608,609.49,8679
1770806100,609.53,610.36,609.01,610.36,10792
1770806400,610.47,610.945,609.99,610.67,14456
1770806700,610.68,611.23,609.61,609.79,14025
1770807000,609.8,612.62,609.53,612.55,16879
1770807300,612.54,612.78,612.05,612.16,16492
1770807600,612.2,612.6,611.23,611.36,16532
1770807900,611.51,611.56,610.73,610.78,10807
1770808200,610.78,612.61,610.72,612.61,9401
1770808500,612.51,612.6,611.71,612.32,8173
1770808800,612.31,612.92,612.125,612.72,9468
1770809100,612.81,612.83,611,611,10632
1770809400,610.955,611.74,610.57,611.18,14133
1770809700,611.13,611.67,610.71,611.67,4769
1770810000,611.78,612.47,611.5,611.87,6648
1770810300,611.85,612.1,611.04,611.24,6210
1770810600,611.08,611.64,611.05,611.4,6101
1770810900,611.3,611.39,610.66,610.68,5463
1770811200,610.65,610.65,609.76,610,21426
1770811500,609.94,611.29,609.935,611.29,10287
1770811800,611.33,611.68,610.95,611.385,8118
1770812100,611.475,612.195,611.15,611.605,7382
1770812400,611.59,612.425,611.21,612.425,7875
1770812700,612.59,613.44,612.56,613.25,13421
1770813000,613.25,613.37,612.89,613,8590
1770813300,613.01,613.08,612.7,612.85,6107
1770813600,612.81,613.8,612.81,613.63,10076
1770813900,613.57,613.72,613.22,613.59,4458
1770814200,613.68,614.09,613.34,613.65,9318
1770814500,613.63,613.65,612.49,612.7,12400
1770814800,612.61,612.94,612.13,612.57,12964
1770815100,612.48,612.52,611.98,611.98,7887
1770815400,611.84,611.84,611.27,611.39,14612
1770815700,611.34,612.49,611.18,611.975,7077
1770816000,612.06,612.48,611.75,612.26,6423
1770816300,612.3,613.03,612.1,612.97,3450
1770816600,613.05,613.19,612.55,612.72,4575
1770816900,612.52,613.17,612.49,613.07,3875
1770817200,613.07,613.07,612.49,612.82,9019
1770817500,612.86,613.45,612.78,613.41,8697
1770817800,613.36,613.65,612.45,613.63,9212
1770818100,613.565,613.84,613.43,613.56,5462
1770818400,613.575,613.62,613.06,613.28,11006
1770818700,613.31,613.4,612.58,613.2,11631
1770819000,613.1,614.14,612.965,613.92,8771
1770819300,614.04,614.23,614,614.125,13143
1770819600,614.11,614.64,614.11,614.62,6025
1770819900,614.67,614.96,614.5,614.69,12616
1770820200,614.67,614.74,614.23,614.595,6933
1770820500,614.64,614.88,614.45,614.45,3743
1770820800,614.43,614.57,614.225,614.525,5641
1770821100,614.49,614.57,613.27,614,13288
1770821400,613.95,614.2,613.78,613.96,12528
1770821700,613.965,614.05,613.59,613.76,8965
1770822000,613.71,613.96,613.52,613.91,10801
1770822300,613.885,614.015,613.62,613.65,5228
